File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid0714,aid0714,2018-01-01,,,,,2.0,5.0,,,1.0,,,,
LC_Type1_2018001_aid0715,aid0715,2018-01-01,,,,,7.0,10.0,5.0,,11.0,,,,2.0
LC_Type1_2018001_aid0716,aid0716,2018-01-01,,,,,24.0,1.0,1.0,,5.0,,,,
LC_Type1_2018001_aid0717,aid0717,2018-01-01,,,,,2.0,3.0,6.0,,4.0,,,,5.0
LC_Type1_2018001_aid0718,aid0718,2018-01-01,,,,,,2.0,,,9.0,,,,
LC_Type1_2018001_aid0719,aid0719,2018-01-01,,,,,,7.0,1.0,,15.0,,,,
LC_Type1_2018001_aid0720,aid0720,2018-01-01,,,,,,,,,11.0,1.0,,,
LC_Type1_2018001_aid0721,aid0721,2018-01-01,,,,,10.0,3.0,,,2.0,,,,
LC_Type1_2018001_aid0722,aid0722,2018-01-01,,,,,,2.0,1.0,,5.0,,1.0,,
LC_Type1_2018001_aid0723,aid0723,2018-01-01,,,,,9.0,3.0,,,18.0,,,,
LC_Type1_2018001_aid0724,aid0724,2018-01-01,,,,,,,,,24.0,,,,
LC_Type1_2018001_aid0725,aid0725,2018-01-01,,,,,2.0,4.0,,,,,,,1.0
LC_Type1_2018001_aid0726,aid0726,2018-01-01,,,,,1.0,1.0,1.0,,,,,,1.0
LC_Type1_2018001_aid0727,aid0727,2018-01-01,,,,,,2.0,4.0,,2.0,,,,2.0
LC_Type1_2018001_aid0728,aid0728,2018-01-01,,,,,8.0,4.0,1.0,,10.0,,,,
LC_Type1_2018001_aid0729,aid0729,2018-01-01,,,,,13.0,2.0,3.0,,8.0,,,,
LC_Type1_2018001_aid0730,aid0730,2018-01-01,,,,,,2.0,1.0,,6.0,2.0,,,
LC_Type1_2018001_aid0731,aid0731,2018-01-01,,,,,8.0,2.0,1.0,,4.0,,,,
LC_Type1_2018001_aid0732,aid0732,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0733,aid0733,2018-01-01,,,,,,1.0,,,,3.0,,,
LC_Type1_2018001_aid0734,aid0734,2018-01-01,,,,,,1.0,,,,1.0,,,
LC_Type1_2018001_aid0735,aid0735,2018-01-01,,,,,,2.0,2.0,,1.0,1.0,,,
LC_Type1_2018001_aid0736,aid0736,2018-01-01,,,,,,,3.0,,13.0,4.0,,,
LC_Type1_2018001_aid0737,aid0737,2018-01-01,,,,,,3.0,,,2.0,,1.0,,
LC_Type1_2018001_aid0738,aid0738,2018-01-01,,,,,5.0,4.0,1.0,,4.0,,,,
LC_Type1_2018001_aid0739,aid0739,2018-01-01,,,,,5.0,3.0,1.0,,9.0,,,,
LC_Type1_2018001_aid0740,aid0740,2018-01-01,,,,,,9.0,,,5.0,,,,
LC_Type1_2018001_aid0741,aid0741,2018-01-01,,,,,4.0,1.0,5.0,2.0,1.0,,,,2.0
LC_Type1_2018001_aid0742,aid0742,2018-01-01,,,,,2.0,3.0,6.0,,5.0,,,,
LC_Type1_2018001_aid0743,aid0743,2018-01-01,,,,,,4.0,,,6.0,,,,
LC_Type1_2018001_aid0744,aid0744,2018-01-01,,,,,,3.0,,,,,,,
LC_Type1_2018001_aid0745,aid0745,2018-01-01,,,,,,4.0,,,,1.0,,,
LC_Type1_2018001_aid0746,aid0746,2018-01-01,,,,,,,1.0,,2.0,,,,
LC_Type1_2018001_aid0747,aid0747,2018-01-01,,,,,,1.0,,,1.0,2.0,,,
LC_Type1_2018001_aid0748,aid0748,2018-01-01,,,,,,8.0,2.0,,2.0,,,1.0,
LC_Type1_2018001_aid0749,aid0749,2018-01-01,,,,,,1.0,,,3.0,1.0,,,
LC_Type1_2018001_aid0750,aid0750,2018-01-01,,,,,,1.0,,,3.0,1.0,,,
LC_Type1_2018001_aid0751,aid0751,2018-01-01,,,,,,2.0,,,,3.0,,,
LC_Type1_2018001_aid0752,aid0752,2018-01-01,,,,,1.0,4.0,1.0,,,,,,4.0
LC_Type1_2018001_aid0753,aid0753,2018-01-01,,,,,,3.0,1.0,,1.0,,,,
LC_Type1_2018001_aid0754,aid0754,2018-01-01,,,,,,6.0,2.0,,23.0,,,,2.0
LC_Type1_2018001_aid0755,aid0755,2018-01-01,,,,,,13.0,,,6.0,,,,
LC_Type1_2018001_aid0756,aid0756,2018-01-01,,,,,,2.0,1.0,,1.0,,,,
LC_Type1_2018001_aid0757,aid0757,2018-01-01,,,,,,1.0,2.0,,1.0,,,,
LC_Type1_2018001_aid0758,aid0758,2018-01-01,,,,,5.0,17.0,8.0,2.0,9.0,2.0,,,3.0
LC_Type1_2018001_aid0759,aid0759,2018-01-01,,,,,,3.0,,2.0,,,,2.0,5.0
LC_Type1_2018001_aid0760,aid0760,2018-01-01,,,,,2.0,12.0,1.0,,9.0,,,,1.0
LC_Type1_2018001_aid0761,aid0761,2018-01-01,,40.0,,,116.0,73.0,12.0,,1.0,,,,
LC_Type1_2018001_aid0762,aid0762,2018-01-01,,,,,30.0,21.0,7.0,,1.0,,1.0,,
LC_Type1_2018001_aid0763,aid0763,2018-01-01,,,,,10.0,23.0,8.0,,1.0,,,,
LC_Type1_2018001_aid0764,aid0764,2018-01-01,,,,,1.0,20.0,5.0,,3.0,,,,
LC_Type1_2018001_aid0765,aid0765,2018-01-01,,35.0,,,59.0,28.0,11.0,,,,,,
LC_Type1_2018001_aid0766,aid0766,2018-01-01,,116.0,,,40.0,4.0,,,,,,,
LC_Type1_2018001_aid0767,aid0767,2018-01-01,,39.0,,1.0,91.0,87.0,22.0,,,,,,
LC_Type1_2018001_aid0768,aid0768,2018-01-01,,54.0,,,95.0,21.0,,,,,,,
LC_Type1_2018001_aid0769,aid0769,2018-01-01,,,,,11.0,37.0,5.0,,,,,,
LC_Type1_2018001_aid0770,aid0770,2018-01-01,,,,,11.0,45.0,34.0,,2.0,,,,
LC_Type1_2018001_aid0771,aid0771,2018-01-01,,,,,15.0,23.0,4.0,,2.0,,,,
LC_Type1_2018001_aid0772,aid0772,2018-01-01,,,,,4.0,6.0,8.0,,5.0,,,,
LC_Type1_2018001_aid0773,aid0773,2018-01-01,,10.0,,,65.0,48.0,17.0,,,,,,
LC_Type1_2018001_aid0774,aid0774,2018-01-01,,,,,8.0,,,,,,,,
LC_Type1_2018001_aid0775,aid0775,2018-01-01,,35.0,,,18.0,,,,,,,,
LC_Type1_2018001_aid0776,aid0776,2018-01-01,,,,,2.0,5.0,1.0,,,,,,
LC_Type1_2018001_aid0777,aid0777,2018-01-01,,,,,8.0,2.0,,,,,,,
LC_Type1_2018001_aid0778,aid0778,2018-01-01,,,,,6.0,2.0,1.0,,3.0,,,,
LC_Type1_2018001_aid0779,aid0779,2018-01-01,,,,,2.0,3.0,1.0,,5.0,,,,
LC_Type1_2018001_aid0780,aid0780,2018-01-01,,,,,2.0,,,,3.0,,,,
LC_Type1_2018001_aid0781,aid0781,2018-01-01,,,,,8.0,2.0,1.0,,1.0,,,,
LC_Type1_2018001_aid0782,aid0782,2018-01-01,,,1.0,,3.0,1.0,,,3.0,,,,
LC_Type1_2018001_aid0783,aid0783,2018-01-01,,1.0,,,20.0,1.0,,,,,,,
LC_Type1_2018001_aid0784,aid0784,2018-01-01,,,,,1.0,,2.0,,5.0,,,,
LC_Type1_2018001_aid0785,aid0785,2018-01-01,,,,,9.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid0786,aid0786,2018-01-01,,,,,11.0,,,,,,,,
LC_Type1_2018001_aid0787,aid0787,2018-01-01,,,,,13.0,,3.0,,1.0,,,,
LC_Type1_2018001_aid0788,aid0788,2018-01-01,,,,,1.0,4.0,1.0,,2.0,,,,
LC_Type1_2018001_aid0789,aid0789,2018-01-01,,,,,,,,,6.0,,,,
LC_Type1_2018001_aid0790,aid0790,2018-01-01,,,,,2.0,3.0,1.0,,5.0,,,,
LC_Type1_2018001_aid0791,aid0791,2018-01-01,,,,,2.0,2.0,,,4.0,,,,
LC_Type1_2018001_aid0792,aid0792,2018-01-01,,,,,6.0,,,,4.0,,,,
LC_Type1_2018001_aid0793,aid0793,2018-01-01,,,,,,,,,3.0,,,,
LC_Type1_2018001_aid0794,aid0794,2018-01-01,,,,,7.0,2.0,1.0,,3.0,,,,
LC_Type1_2018001_aid0795,aid0795,2018-01-01,,,,,6.0,2.0,3.0,,2.0,,,,
LC_Type1_2018001_aid0796,aid0796,2018-01-01,,,,,8.0,2.0,,,,,,,
LC_Type1_2018001_aid0797,aid0797,2018-01-01,,,,,2.0,1.0,,,,,,,
LC_Type1_2018001_aid0798,aid0798,2018-01-01,,30.0,,,46.0,3.0,2.0,,,,,,
LC_Type1_2018001_aid0799,aid0799,2018-01-01,,65.0,,,36.0,2.0,,,,,,,
LC_Type1_2018001_aid0800,aid0800,2018-01-01,,14.0,,,11.0,3.0,,,,,,,
LC_Type1_2018001_aid0801,aid0801,2018-01-01,,11.0,,,16.0,2.0,,,,,,,
LC_Type1_2018001_aid0802,aid0802,2018-01-01,,39.0,,,25.0,2.0,,,,,,,
LC_Type1_2018001_aid0803,aid0803,2018-01-01,,26.0,3.0,,22.0,2.0,1.0,,,,,,
LC_Type1_2018001_aid0804,aid0804,2018-01-01,,24.0,,,37.0,7.0,2.0,,,,,,
LC_Type1_2018001_aid0805,aid0805,2018-01-01,,2.0,,,13.0,3.0,4.0,,,,,,
LC_Type1_2018001_aid0806,aid0806,2018-01-01,,4.0,,,13.0,5.0,5.0,,,,,,
LC_Type1_2018001_aid0807,aid0807,2018-01-01,,10.0,,,5.0,,4.0,,,,,,
LC_Type1_2018001_aid0808,aid0808,2018-01-01,,7.0,,,17.0,,3.0,,,,,,
LC_Type1_2018001_aid0809,aid0809,2018-01-01,,3.0,,,10.0,1.0,3.0,,1.0,,,,
LC_Type1_2018001_aid0810,aid0810,2018-01-01,,10.0,,,4.0,,,,,,,,
LC_Type1_2018001_aid0811,aid0811,2018-01-01,,,,,14.0,4.0,2.0,,,,,,
LC_Type1_2018001_aid0812,aid0812,2018-01-01,,,,,11.0,2.0,,,,,,,
LC_Type1_2018001_aid0813,aid0813,2018-01-01,,38.0,,,34.0,3.0,5.0,,,,,,
LC_Type1_2018001_aid0814,aid0814,2018-01-01,,1.0,,,21.0,1.0,7.0,,,,,,
LC_Type1_2018001_aid0815,aid0815,2018-01-01,,,,,15.0,,1.0,,,,,,
LC_Type1_2018001_aid0816,aid0816,2018-01-01,,,,,,2.0,5.0,1.0,3.0,,,,3.0
LC_Type1_2018001_aid0817,aid0817,2018-01-01,,,,,,5.0,2.0,,1.0,3.0,,,
LC_Type1_2018001_aid0818,aid0818,2018-01-01,,,,,,11.0,,,3.0,,2.0,,
LC_Type1_2018001_aid0819,aid0819,2018-01-01,,,,,,12.0,,,5.0,,,,
LC_Type1_2018001_aid0820,aid0820,2018-01-01,,,,,,,,,7.0,2.0,,,
LC_Type1_2018001_aid0821,aid0821,2018-01-01,,,,,,7.0,1.0,,7.0,,,,
LC_Type1_2018001_aid0822,aid0822,2018-01-01,,,,,,7.0,,,12.0,,1.0,,
LC_Type1_2018001_aid0823,aid0823,2018-01-01,,,,,,,1.0,,9.0,,,,
LC_Type1_2018001_aid0824,aid0824,2018-01-01,,,,,,,3.0,,15.0,,,,
LC_Type1_2018001_aid0825,aid0825,2018-01-01,,,,,,8.0,7.0,,33.0,,,,
LC_Type1_2018001_aid0826,aid0826,2018-01-01,,5.0,,,11.0,7.0,6.0,,12.0,,,,
LC_Type1_2018001_aid0827,aid0827,2018-01-01,,,,,,3.0,6.0,1.0,7.0,,,,3.0
LC_Type1_2018001_aid0828,aid0828,2018-01-01,,44.0,,,61.0,11.0,1.0,,,,,,
LC_Type1_2018001_aid0829,aid0829,2018-01-01,,,,,,10.0,1.0,,2.0,,,,2.0
LC_Type1_2018001_aid0830,aid0830,2018-01-01,,,,,,1.0,4.0,1.0,14.0,,,,2.0
LC_Type1_2018001_aid0831,aid0831,2018-01-01,,,,,,2.0,1.0,,27.0,2.0,,,
LC_Type1_2018001_aid0832,aid0832,2018-01-01,,,,,,5.0,2.0,,3.0,,,,
LC_Type1_2018001_aid0833,aid0833,2018-01-01,,,,,,3.0,2.0,,3.0,,,,2.0
LC_Type1_2018001_aid0834,aid0834,2018-01-01,,,,,,,1.0,,12.0,,,,
LC_Type1_2018001_aid0835,aid0835,2018-01-01,,,,,,,,,26.0,,,,
LC_Type1_2018001_aid0836,aid0836,2018-01-01,,,,,21.0,8.0,5.0,,12.0,,,,
LC_Type1_2018001_aid0837,aid0837,2018-01-01,,,,,,1.0,4.0,4.0,,,,,5.0
LC_Type1_2018001_aid0838,aid0838,2018-01-01,,,,,,,,,4.0,,,,
LC_Type1_2018001_aid0839,aid0839,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0840,aid0840,2018-01-01,,,,,,1.0,,,,3.0,,,
LC_Type1_2018001_aid0841,aid0841,2018-01-01,,,,,,1.0,,,2.0,1.0,,,
LC_Type1_2018001_aid0842,aid0842,2018-01-01,,,,,,1.0,,,2.0,1.0,,,
LC_Type1_2018001_aid0843,aid0843,2018-01-01,,,,,,1.0,,,5.0,,,,
LC_Type1_2018001_aid0844,aid0844,2018-01-01,,,,,,4.0,,,4.0,1.0,,,
LC_Type1_2018001_aid0845,aid0845,2018-01-01,,,,,2.0,5.0,4.0,,10.0,,,,
LC_Type1_2018001_aid0846,aid0846,2018-01-01,,,,,,8.0,,,4.0,,1.0,,
LC_Type1_2018001_aid0847,aid0847,2018-01-01,,11.0,,,13.0,3.0,,,3.0,,,,
LC_Type1_2018001_aid0848,aid0848,2018-01-01,,,,,,3.0,,,8.0,,1.0,,
LC_Type1_2018001_aid0849,aid0849,2018-01-01,,,,,17.0,3.0,,,,,,,
LC_Type1_2018001_aid0850,aid0850,2018-01-01,,10.0,,,24.0,4.0,3.0,,,,,,
LC_Type1_2018001_aid0851,aid0851,2018-01-01,,,,,15.0,,,,,,,,
LC_Type1_2018001_aid0852,aid0852,2018-01-01,,3.0,,,17.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid0853,aid0853,2018-01-01,,12.0,,,7.0,2.0,,,,,,,
LC_Type1_2018001_aid0854,aid0854,2018-01-01,,4.0,,,8.0,5.0,,,3.0,,,,
LC_Type1_2018001_aid0855,aid0855,2018-01-01,,,,,1.0,5.0,,,1.0,,,,
LC_Type1_2018001_aid0856,aid0856,2018-01-01,,3.0,,,4.0,3.0,1.0,,1.0,,,,
LC_Type1_2018001_aid0857,aid0857,2018-01-01,,23.0,,,45.0,1.0,2.0,,,,,,
LC_Type1_2018001_aid0858,aid0858,2018-01-01,,,,,,3.0,,,4.0,,,,
LC_Type1_2018001_aid0859,aid0859,2018-01-01,,,2.0,,27.0,18.0,5.0,,12.0,,,,
LC_Type1_2018001_aid0860,aid0860,2018-01-01,,,,,1.0,5.0,,,16.0,,,,
LC_Type1_2018001_aid0861,aid0861,2018-01-01,,,1.0,,17.0,11.0,2.0,,2.0,,1.0,,
LC_Type1_2018001_aid0862,aid0862,2018-01-01,,,1.0,,5.0,3.0,,1.0,2.0,,,,2.0
LC_Type1_2018001_aid0863,aid0863,2018-01-01,,,1.0,,6.0,4.0,3.0,,6.0,,,,1.0
LC_Type1_2018001_aid0864,aid0864,2018-01-01,,5.0,,,12.0,7.0,,,,,,,
LC_Type1_2018001_aid0865,aid0865,2018-01-01,,,,,,2.0,,,10.0,,7.0,,
LC_Type1_2018001_aid0866,aid0866,2018-01-01,,,3.0,,3.0,9.0,1.0,,12.0,,,,
LC_Type1_2018001_aid0867,aid0867,2018-01-01,,,,,14.0,5.0,5.0,,,,,,
LC_Type1_2018001_aid0868,aid0868,2018-01-01,,,,,2.0,11.0,1.0,,10.0,,2.0,,
LC_Type1_2018001_aid0869,aid0869,2018-01-01,,1.0,,,11.0,4.0,2.0,,17.0,,6.0,,
LC_Type1_2018001_aid0870,aid0870,2018-01-01,,,,,,2.0,,,7.0,1.0,,,
LC_Type1_2018001_aid0871,aid0871,2018-01-01,,,,,,4.0,,,,,2.0,,
LC_Type1_2018001_aid0872,aid0872,2018-01-01,,12.0,,,35.0,17.0,1.0,,,,,,
LC_Type1_2018001_aid0873,aid0873,2018-01-01,,,,,1.0,9.0,1.0,,17.0,,,,
LC_Type1_2018001_aid0874,aid0874,2018-01-01,,,,,,2.0,,,11.0,1.0,,,
LC_Type1_2018001_aid0875,aid0875,2018-01-01,,,,,9.0,9.0,3.0,,3.0,,2.0,,
LC_Type1_2018001_aid0876,aid0876,2018-01-01,,,,,,6.0,,,4.0,,3.0,,
LC_Type1_2018001_aid0877,aid0877,2018-01-01,,,,,,,,,10.0,,1.0,,
LC_Type1_2018001_aid0878,aid0878,2018-01-01,,,,,3.0,1.0,2.0,,4.0,1.0,,,2.0
LC_Type1_2018001_aid0879,aid0879,2018-01-01,,,,,1.0,3.0,1.0,,2.0,5.0,,,
LC_Type1_2018001_aid0880,aid0880,2018-01-01,,,,,3.0,1.0,,,12.0,,,,
LC_Type1_2018001_aid0881,aid0881,2018-01-01,,,1.0,,3.0,3.0,,,24.0,,,,
LC_Type1_2018001_aid0882,aid0882,2018-01-01,,,,,,2.0,,,5.0,,6.0,,
LC_Type1_2018001_aid0883,aid0883,2018-01-01,,,,,,5.0,,,8.0,1.0,2.0,,
LC_Type1_2018001_aid0884,aid0884,2018-01-01,,,,,,2.0,,,3.0,2.0,,,
LC_Type1_2018001_aid0885,aid0885,2018-01-01,,,,,,6.0,,,9.0,,1.0,,
LC_Type1_2018001_aid0886,aid0886,2018-01-01,,,,,1.0,1.0,2.0,,4.0,,,,
LC_Type1_2018001_aid0887,aid0887,2018-01-01,,,,,,2.0,,,4.0,1.0,,,
LC_Type1_2018001_aid0888,aid0888,2018-01-01,,,,,9.0,5.0,2.0,,2.0,,1.0,,
LC_Type1_2018001_aid0889,aid0889,2018-01-01,,16.0,,,34.0,5.0,1.0,,7.0,,,,
LC_Type1_2018001_aid0890,aid0890,2018-01-01,,1.0,7.0,,10.0,1.0,,,,,,,
LC_Type1_2018001_aid0891,aid0891,2018-01-01,,,,,1.0,4.0,2.0,,,,,,2.0
LC_Type1_2018001_aid0892,aid0892,2018-01-01,,1.0,,,13.0,20.0,5.0,,,,,,
LC_Type1_2018001_aid0893,aid0893,2018-01-01,,44.0,,,111.0,21.0,8.0,,3.0,,,,
LC_Type1_2018001_aid0894,aid0894,2018-01-01,,171.0,,1.0,95.0,32.0,4.0,,,,,,
LC_Type1_2018001_aid0895,aid0895,2018-01-01,,,,,9.0,14.0,6.0,,6.0,,,,
LC_Type1_2018001_aid0896,aid0896,2018-01-01,,,2.0,,11.0,20.0,19.0,,2.0,,,,
LC_Type1_2018001_aid0897,aid0897,2018-01-01,,,,,39.0,85.0,17.0,,11.0,,,,
LC_Type1_2018001_aid0898,aid0898,2018-01-01,,25.0,,4.0,97.0,76.0,22.0,,3.0,,,,
LC_Type1_2018001_aid0899,aid0899,2018-01-01,,1.0,,,31.0,50.0,15.0,,1.0,,,,
LC_Type1_2018001_aid0900,aid0900,2018-01-01,,26.0,,,83.0,66.0,3.0,,,,,,
LC_Type1_2018001_aid0901,aid0901,2018-01-01,,,,,5.0,2.0,5.0,,4.0,,,,
LC_Type1_2018001_aid0902,aid0902,2018-01-01,,6.0,,,8.0,5.0,5.0,,3.0,1.0,,,
LC_Type1_2018001_aid0903,aid0903,2018-01-01,,35.0,,,4.0,,,,,,,,
LC_Type1_2018001_aid0904,aid0904,2018-01-01,,5.0,,,11.0,3.0,,,,,,,
LC_Type1_2018001_aid0905,aid0905,2018-01-01,,8.0,,,17.0,3.0,,,,,,,
LC_Type1_2018001_aid0906,aid0906,2018-01-01,,5.0,,,33.0,8.0,,,,,,,
LC_Type1_2018001_aid0907,aid0907,2018-01-01,,7.0,,,23.0,5.0,,,,,,,
LC_Type1_2018001_aid0908,aid0908,2018-01-01,,,,,,,,,12.0,,,,
LC_Type1_2018001_aid0909,aid0909,2018-01-01,,,,,16.0,2.0,1.0,,4.0,,,,
LC_Type1_2018001_aid0910,aid0910,2018-01-01,,1.0,,,10.0,3.0,2.0,,,2.0,,,
LC_Type1_2018001_aid0911,aid0911,2018-01-01,,5.0,,,12.0,5.0,,,,,,,
LC_Type1_2018001_aid0912,aid0912,2018-01-01,,,,,4.0,1.0,8.0,,,,,,
LC_Type1_2018001_aid0913,aid0913,2018-01-01,,24.0,,,46.0,5.0,1.0,,,,,,
LC_Type1_2018001_aid0914,aid0914,2018-01-01,,2.0,,,15.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid0915,aid0915,2018-01-01,,,,,2.0,1.0,2.0,,15.0,,,,
LC_Type1_2018001_aid0916,aid0916,2018-01-01,,,,,2.0,5.0,,,1.0,2.0,,,
LC_Type1_2018001_aid0917,aid0917,2018-01-01,,,,,,,1.0,,2.0,3.0,,,
LC_Type1_2018001_aid0918,aid0918,2018-01-01,,,,,2.0,6.0,1.0,,,,,,
LC_Type1_2018001_aid0919,aid0919,2018-01-01,,,,,3.0,1.0,,,12.0,,,,
LC_Type1_2018001_aid0920,aid0920,2018-01-01,,16.0,,,13.0,1.0,3.0,,9.0,,,,
LC_Type1_2018001_aid0921,aid0921,2018-01-01,,3.0,,,10.0,8.0,,,,,,,
LC_Type1_2018001_aid0922,aid0922,2018-01-01,,10.0,,,38.0,2.0,4.0,,,,,,
LC_Type1_2018001_aid0923,aid0923,2018-01-01,,28.0,,,25.0,2.0,2.0,,,,,,
LC_Type1_2018001_aid0924,aid0924,2018-01-01,,16.0,,,85.0,1.0,,,,,,,
LC_Type1_2018001_aid0925,aid0925,2018-01-01,,88.0,,,75.0,19.0,23.0,,,,,,
LC_Type1_2018001_aid0926,aid0926,2018-01-01,,23.0,,,27.0,2.0,1.0,,,,,,
LC_Type1_2018001_aid0927,aid0927,2018-01-01,,54.0,,,22.0,1.0,,,,,,,
LC_Type1_2018001_aid0928,aid0928,2018-01-01,,38.0,1.0,,81.0,12.0,2.0,,,,,,
LC_Type1_2018001_aid0929,aid0929,2018-01-01,,58.0,,,108.0,6.0,,,,,,,
LC_Type1_2018001_aid0930,aid0930,2018-01-01,,,,,6.0,2.0,2.0,,9.0,,,,
LC_Type1_2018001_aid0931,aid0931,2018-01-01,,,,,1.0,2.0,2.0,,3.0,1.0,,,1.0
LC_Type1_2018001_aid0932,aid0932,2018-01-01,,,,,7.0,3.0,1.0,2.0,5.0,,,,
LC_Type1_2018001_aid0933,aid0933,2018-01-01,,,,,16.0,3.0,3.0,,1.0,,,,
LC_Type1_2018001_aid0934,aid0934,2018-01-01,,,,,,,1.0,,21.0,,,,
LC_Type1_2018001_aid0935,aid0935,2018-01-01,,,,,,,1.0,,5.0,,,,
LC_Type1_2018001_aid0936,aid0936,2018-01-01,,,,,5.0,2.0,2.0,,3.0,,,,
LC_Type1_2018001_aid0937,aid0937,2018-01-01,,,,,3.0,1.0,2.0,1.0,3.0,,,,2.0
LC_Type1_2018001_aid0938,aid0938,2018-01-01,,,,,,1.0,,,5.0,,,,
LC_Type1_2018001_aid0939,aid0939,2018-01-01,,,,,2.0,1.0,1.0,3.0,,,,,3.0
LC_Type1_2018001_aid0940,aid0940,2018-01-01,,,,,,,2.0,,3.0,,,,
LC_Type1_2018001_aid0941,aid0941,2018-01-01,,,,,,,,,14.0,,,,
LC_Type1_2018001_aid0942,aid0942,2018-01-01,,,,,,1.0,,,16.0,,,,
LC_Type1_2018001_aid0943,aid0943,2018-01-01,,,,,,,,,7.0,,,,
LC_Type1_2018001_aid0944,aid0944,2018-01-01,,,,,,2.0,,,7.0,,,,
LC_Type1_2018001_aid0945,aid0945,2018-01-01,,,,,,3.0,,,5.0,,,,
LC_Type1_2018001_aid0946,aid0946,2018-01-01,,,,,,3.0,,,4.0,1.0,1.0,,
LC_Type1_2018001_aid0947,aid0947,2018-01-01,,,,,,1.0,,,8.0,,,,
LC_Type1_2018001_aid0948,aid0948,2018-01-01,,,,,,,,,3.0,5.0,,,
LC_Type1_2018001_aid0949,aid0949,2018-01-01,,,,,,,,,10.0,,,,
LC_Type1_2018001_aid0950,aid0950,2018-01-01,,,,,,2.0,,,9.0,,,,
LC_Type1_2018001_aid0951,aid0951,2018-01-01,,,,,,2.0,,,6.0,1.0,,,
LC_Type1_2018001_aid0952,aid0952,2018-01-01,,,,,,2.0,,,2.0,4.0,,,
LC_Type1_2018001_aid0953,aid0953,2018-01-01,,,,,,,,,12.0,,,,
LC_Type1_2018001_aid0954,aid0954,2018-01-01,,,,,,,,,8.0,,,,
LC_Type1_2018001_aid0955,aid0955,2018-01-01,,,,,3.0,7.0,3.0,,2.0,,,,
LC_Type1_2018001_aid0956,aid0956,2018-01-01,,,,,1.0,7.0,,,,,,,
LC_Type1_2018001_aid0957,aid0957,2018-01-01,,,,,,7.0,1.0,,1.0,1.0,3.0,,
LC_Type1_2018001_aid0958,aid0958,2018-01-01,,,,,1.0,1.0,1.0,,1.0,,,,
LC_Type1_2018001_aid0959,aid0959,2018-01-01,,22.0,,,56.0,6.0,1.0,,,,,,
LC_Type1_2018001_aid0960,aid0960,2018-01-01,,,,,,7.0,,,3.0,3.0,3.0,,
LC_Type1_2018001_aid0961,aid0961,2018-01-01,,,,,9.0,7.0,2.0,,2.0,,,,
LC_Type1_2018001_aid0962,aid0962,2018-01-01,,,,,6.0,2.0,2.0,,2.0,,,,
LC_Type1_2018001_aid0963,aid0963,2018-01-01,,,,,,6.0,,,,,1.0,,1.0
LC_Type1_2018001_aid0964,aid0964,2018-01-01,,,,,10.0,2.0,2.0,,4.0,,,,
LC_Type1_2018001_aid0965,aid0965,2018-01-01,,,,,8.0,7.0,2.0,,,,,,
LC_Type1_2018001_aid0966,aid0966,2018-01-01,,,,,3.0,7.0,,1.0,1.0,,,,
LC_Type1_2018001_aid0967,aid0967,2018-01-01,,,,,2.0,8.0,3.0,,,,1.0,,
LC_Type1_2018001_aid0968,aid0968,2018-01-01,,,,,,10.0,2.0,,2.0,,,,
LC_Type1_2018001_aid0969,aid0969,2018-01-01,,,,,1.0,11.0,,,,1.0,,,
LC_Type1_2018001_aid0970,aid0970,2018-01-01,,,,,2.0,6.0,,,2.0,,,,
LC_Type1_2018001_aid0971,aid0971,2018-01-01,,,,,7.0,7.0,,,6.0,,,,
LC_Type1_2018001_aid0972,aid0972,2018-01-01,,,,,,4.0,,,11.0,,,,
LC_Type1_2018001_aid0973,aid0973,2018-01-01,,,,,,1.0,,,,3.0,,,
LC_Type1_2018001_aid0974,aid0974,2018-01-01,,3.0,,,19.0,6.0,3.0,,1.0,,,,
LC_Type1_2018001_aid0975,aid0975,2018-01-01,,,,,6.0,13.0,1.0,,3.0,,,,
LC_Type1_2018001_aid0976,aid0976,2018-01-01,,,,,,2.0,3.0,,7.0,,,,
LC_Type1_2018001_aid0977,aid0977,2018-01-01,,,,,,2.0,1.0,,10.0,,,,
LC_Type1_2018001_aid0978,aid0978,2018-01-01,,,,,,1.0,,,1.0,2.0,,,
LC_Type1_2018001_aid0979,aid0979,2018-01-01,,,,,1.0,4.0,1.0,,8.0,,,,
LC_Type1_2018001_aid0980,aid0980,2018-01-01,,,,,1.0,3.0,,,,2.0,,,
LC_Type1_2018001_aid0981,aid0981,2018-01-01,,,,,,6.0,,,1.0,,,,1.0
LC_Type1_2018001_aid0982,aid0982,2018-01-01,,,,,1.0,8.0,,,,,,,2.0
LC_Type1_2018001_aid0983,aid0983,2018-01-01,,,,,,8.0,,,,,,,3.0
